Date,Sample.ID,Coral.ID,Plug.Number,Chamber.Channel,Position,Bin.ID,Run,Species,Fragment.Number,Sample.Type,Temp.Cat,Water.Height.cm,Chamber.Vol.L,Surf.Area.cm2,Start time,Stop Time,Light_Dark,Light_Level,Light_Value,Notes,QC
2019090805,R8_20190805,R8,NA,2,2,NA,1,P.astreoides,NA,Sample,31.5,22.7,,200,16:51,17:09,Light,8,535,,
2019090805,R28_20190805,R28,NA,3,3,NA,1,P.astreoides,NA,Sample,31.5,23.4,,200,16:51,17:09,Light,8,535,,
2019090805,BLANK-HOT_20190805,BLANK-HOT,NA,5,5,NA,1,P.astreoides,NA,Blank,31.5,23.7,,NA,16:51,17:09,Light,8,535,,
2019090805,BLANK-AMB_20190805,BLANK-AMB,NA,6,6,NA,1,P.astreoides,NA,Blank,28,23.7,,NA,16:51,17:09,Light,8,535,,
2019090805,R34_20190805,R34,NA,8,8,NA,1,P.astreoides,NA,Sample,28,23.1,,200,16:51,17:09,Light,8,535,,
2019090805,R17_20190805,R17,NA,9,9,NA,1,P.astreoides,NA,Sample,28,22.3,,200,16:51,17:09,Light,8,535,,
2019090805,R6_20190805,R6,NA,10,10,NA,1,P.astreoides,NA,Sample,28,23,,200,16:51,17:09,Light,8,535,,
2019090805,R19_20190805,R19,NA,1,1,NA,1,P.astreoides,NA,Sample,31.5,23.5,,200,17:11,17:29,Light,9,625,,
2019090805,R8_20190805,R8,NA,2,2,NA,1,P.astreoides,NA,Sample,31.5,22.7,,200,17:11,17:29,Light,9,625,,
2019090805,R28_20190805,R28,NA,3,3,NA,1,P.astreoides,NA,Sample,31.5,23.4,,200,17:11,17:29,Light,9,625,,
2019090805,BLANK-HOT_20190805,BLANK-HOT,NA,5,5,NA,1,P.astreoides,NA,Blank,31.5,23.7,,NA,17:11,17:29,Light,9,625,,
2019090805,BLANK-AMB_20190805,BLANK-AMB,NA,6,6,NA,1,P.astreoides,NA,Blank,28,23.7,,NA,17:11,17:29,Light,9,625,,
2019090805,R34_20190805,R34,NA,8,8,NA,1,P.astreoides,NA,Sample,28,23.1,,200,17:11,17:29,Light,9,625,,
2019090805,R17_20190805,R17,NA,9,9,NA,1,P.astreoides,NA,Sample,28,22.3,,200,17:11,17:29,Light,9,625,,
2019090805,R6_20190805,R6,NA,10,10,NA,1,P.astreoides,NA,Sample,28,23,,200,17:11,17:29,Light,9,625,,
