"","ASV","Metabolite","Corr.r","Phylum","Class","Order","Family","Genus","Species"
"43","ASV-1567","Feature 127",-0.968329313538643,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"44","ASV-1567","Feature 36",0.868223193630909,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"45","ASV-1567","Feature 128",-0.914317199120313,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"46","ASV-1567","Feature 13",0.877380765637574,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"47","ASV-1567","Feature 40",0.885055953991989,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"48","ASV-1567","4-Guanidinobutanoic acid",0.935350698306545,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"49","ASV-1567","Feature 57",0.932835740080059,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"50","ASV-1567","Feature 106",-0.939773097650199,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"51","ASV-1567","Feature 140",-0.906539061466498,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"52","ASV-1567","Feature 58",0.928568487039783,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"53","ASV-1567","Ornithine",0.927854641686453,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"54","ASV-1567","Feature 9",0.955700058701661,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"55","ASV-1567","Feature 89",0.927747878205616,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"56","ASV-1567","Feature 61",0.934386886647038,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"57","ASV-1567","N-acetyl-glutamine",-0.864832370925356,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"58","ASV-1567","Feature 109",-0.963156154831654,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"59","ASV-1567","Feature 17",0.939580023491864,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"60","ASV-1567","Feature 101",-0.975107103784453,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"61","ASV-1567","Feature 65",0.880303188141253,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"62","ASV-1567","Feature 19",-0.870188093630625,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"63","ASV-1567","Feature 96",-0.918020123400633,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"64","ASV-1567","Feature 8",0.923915137617942,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"65","ASV-1567","Feature 43",0.863954861036205,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"66","ASV-1567","Homoarginine",0.885055953991989,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"67","ASV-1567","Feature 91",-0.920253520446759,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"68","ASV-1567","Feature 90",-0.937959556464711,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"69","ASV-1567","Feature 37",0.938964457153716,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"70","ASV-1567","NG-dimethyl-L-arginine",0.863830563689913,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"71","ASV-1567","Feature 133",-0.941140225376136,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"72","ASV-1567","NADPH",0.864040791176024,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"73","ASV-1567","Feature 42",0.942372468027469,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna uncultured_Flammeovirgaceae"
"74","ASV-1575","Glycerate",0.876436807541197,"Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","Candidatus_Amoebophilus Dictyostelium_polycephalum"
"75","ASV-1691","Glycerate",0.876436807541197,"Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Reichenbachiella uncultured_Flammeovirgaceae"
"76","ASV-970","Glycerate",0.876436807541197,"Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","uncultured","Unclassified  uncultured"
