"","ASV_ID","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"47","03ec7867678fead02390e823192d72af","ASV-3546","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_CHAB-I-5_lineage","Unclassified  Roseobacter_clade_CHAB-I-5_lineage"
"48","04083e6d50e2c8a0076df0fc6943eecc","ASV-522","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","Unclassified  Woeseia"
"49","041037b3e83d5722ffe9f711b9d007e1","ASV-1770","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","Unclassified  Subgroup_10"
"50","0429a8a999c3238e12bbfaa1714d385e","ASV-288","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unclassified  Vibrio"
"51","04392178fe992748884fff4b6a6c7e26","ASV-3435","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas","Kordiimonas uncultured_bacterium"
"52","043ed9b7170cdecb5276730e2d1e82c3","ASV-2145","Bacteria","Planctomycetota","028H05-P-BN-P5","028H05-P-BN-P5","028H05-P-BN-P5","028H05-P-BN-P5","028H05-P-BN-P5 uncultured_bacterium"
"53","0450fbbc0cc0f1e453b4b764be80f77f","ASV-3002","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured","uncultured","uncultured Graminella_nigrifrons"
"54","045ce179a1f10e82cbb9c0f18acf5a1e","ASV-3097","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_organism"
"55","045d29187eec43efb1053989bccdcd6f","ASV-2645","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium_PCC-7375","Acrophormium_PCC-7375 Leptolyngbya_sp."
"56","048c6e7089efceb9115aa17543dc216b","ASV-1894","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Urania-1B-19_marine_sediment_group","Unclassified  Urania-1B-19_marine_sediment_group"
"57","04a334e58beb045a0c60f2168ff3938f","ASV-2354","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta marine_metagenome"
"58","04a6e8d3ba18e9db5519aeaec2fa5077","ASV-3141","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_bacterium"
"59","04a9bd8b3b1ed81cbcba59fbf663ae13","ASV-1499","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured"
"60","04af227e248461c70ed68b2efd04c769","ASV-185","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B) uncultured_bacterium"
"61","04c259bc3c0d3b4a08ca5ead8933543d","ASV-2251","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","A4b uncultured_Chloroflexi"
"62","04c82cb52a5f8e1532b7d010e7606537","ASV-1450","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured uncultured_organism"
"63","04cc397c86a5613be8d14b4e598a2884","ASV-2458","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC_AAA164-E04","SCGC_AAA164-E04 uncultured_organism"
"64","04f0dc6c9e45df084547fd6b3e08cfdd","ASV-3230","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","C2U","C2U","C2U uncultured_bacterium"
"65","04f9f83e73af232fa347dc88bb17e6bb","ASV-532","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Candidatus_Thiobios","Candidatus_Thiobios uncultured_gamma"
"66","0508cdb1f1d32c4b3a5f9186b12659a5","ASV-2468","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","uncultured uncultured_bacterium"
"67","0511c424c40ab4521bf047bed8f1cc0d","ASV-1054","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","Lewinella uncultured_bacterium"
"68","051cea3945a7ad49c94eeabc5d3cde69","ASV-1653","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured"
"69","053bbcadfb6aab5b444d071f9c2a7e89","ASV-1323","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae"
"70","0548b11b6de90319756016a02baab332","ASV-213","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","Unclassified  Aggregatibacter"
"71","0549a5d70cf5dd873b03a0989b18bfcc","ASV-932","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","uncultured","uncultured uncultured_bacterium"
"72","0552a52f96605a78551abf77548e7580","ASV-806","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","uncultured","uncultured uncultured_delta"
"73","056c04b443bb5264eae999087ea4f639","ASV-105","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"74","057be2cd336ea67ee61d4e9e05a48972","ASV-795","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","Unclassified  P3OB-42"
"75","0590732dc8193b4a28fe019e7d9d1470","ASV-2754","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales","Arctic95B-14","Arctic95B-14","Unclassified  Arctic95B-14"
"76","05a4ec790847ec1109da5bb0b50aaf8d","ASV-2211","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031","SBR1031","SBR1031 uncultured_bacterium"
"77","05a654c27b7c0d3ccf9100563c072ce1","ASV-3285","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","Unclassified  Rhodomicrobium"
"78","05bfbb5ab358b0270e64feef68ddd574","ASV-1838","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","Phycisphaera uncultured_bacterium"
"79","05ebe8e85db18c7be6e1cb4845aea55f","ASV-2172","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","Dermacoccus Dermacoccus_nishinomiyaensis"
"80","05edc90319dab90e371adef8b00adff6","ASV-2460","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","uncultured uncultured_bacterium"
"81","05f04a588b0a2c52f29d3ca98e63c637","ASV-3590","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"82","05ffd99a650c223dc94595485389f3b8","ASV-1667","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae"
"83","0603c5b2e65cf34995c43a60c352d3b6","ASV-768","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Unclassified  Peredibacter"
"84","06137231575e9242c5b2fe9e77f0a587","ASV-1800","Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage uncultured_bacterium"
"85","061e43245a9a66731f447532a5373669","ASV-846","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Unclassified Sandaracinaceae","Unclassified Sandaracinaceae"
"86","0622ad00caad5d5c134ea26a55d3f6aa","ASV-566","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","uncultured","uncultured uncultured_marine"
"87","064b870739fbd7847c040fcc91f68bc3","ASV-1704","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Imperialibacter","Imperialibacter uncultured_bacterium"
"88","067b85031920327b962457e22040b37f","ASV-2710","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086","MBIC10086 Pseudanabaena_cf."
"89","06879c25622fd00a4a9b740064aef870","ASV-3449","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured"
"90","0688eca74d4c329305b451f436b1eede","ASV-992","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","Unclassified  uncultured"
"91","06938403e72ae5f5d2c728b975a88ed5","ASV-1442","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured uncultured_Sphingobacteriales"
"92","069fa3c5e7df36cac04e981664a5b469","ASV-101","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"93","06a129e6055a2f79fc1d3022a54acf62","ASV-3570","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"94","06aa1d50636c6df66d3960540339844b","ASV-635","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella","Candidatus_Berkiella uncultured_bacterium"
"95","06bfd7e99d413e3970897c7bb6a2ecd6","ASV-401","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria"
"96","06c0c7cd8f7029582341759ed6ec7fc6","ASV-2425","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41","WCHB1-41 uncultured_Verrucomicrobia"
"97","06cd5e81347940a7f8b6f24161761da9","ASV-471","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Microbulbiferaceae","Microbulbifer","Unclassified  Microbulbifer"
"98","06cfe1877c05508b78253dc7a63c3c1a","ASV-1267","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae"
"99","06d1e460a359f7ad4f2eab4349c62105","ASV-2919","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured uncultured_bacterium"
"100","06f825b512d903b9230e1a55d87359ee","ASV-2766","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus"
"101","07170618ece40633dcbde2233a7e4470","ASV-2276","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","Unclassified  A4b"
"102","0762608ec9fff45e938c2cb0d572be80","ASV-2160","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","PAUC26f","PAUC26f","Unclassified  PAUC26f"
"103","0789f288a685d54acb40c0632803ed7a","ASV-1027","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unclassified  uncultured"
"104","0790e75cffa0b32f16407c37ce3248ce","ASV-1928","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula","Bythopirellula uncultured_bacterium"
"105","0792324c17be4829b20569a9d3c1275f","ASV-887","Bacteria","Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadales","Bradymonadales","Unclassified  Bradymonadales"
"106","079a23e2ad64c60eea942eee5e12ddea","ASV-1240","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureisphaera","Aureisphaera uncultured_Bacteroidetes"
"107","07a78298c54b9c6f433108392340ddc2","ASV-1742","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","Subgroup_10 uncultured_Acidobacterium"
"108","07d59714dec292311229431a21234eaf","ASV-3058","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","Unclassified  uncultured"
"109","07e922158e54fb8db8a631036fe17452","ASV-1337","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","Unclassified  Muricauda"
"110","07ebf19992e11143771e4596aa0b7953","ASV-766","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Unclassified Bacteriovoracaceae","Unclassified Bacteriovoracaceae"
"111","07fa00543a2b2c02c36364cbdf889c02","ASV-1069","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","Phaeodactylibacter uncultured_bacterium"
"112","08041dfc162f384bf9c459bd8c8c6b98","ASV-2588","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Caldora_VP642b","Caldora_VP642b Symploca_sp."
"113","08062a91023d35be62fcbb0c3bbd951d","ASV-3203","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis","Oceanicaulis uncultured_Alphaproteobacteria"
"114","080a885de7eb5070d789664f3d823651","ASV-362","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","uncultured","uncultured uncultured_bacterium"
"115","081b1471eb0d2a67a4350bd742d4a6e0","ASV-2566","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales"
"116","08256b8a49a0c05f57b604e25cf24f6e","ASV-2392","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae","Unclassified Chlamydiaceae","Unclassified Chlamydiaceae"
"117","08489893c1e22406dbee221f96651653","ASV-628","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria"
"118","08593a3aa98b25e207a0325b253425b6","ASV-2039","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","Gimesia","Unclassified  Gimesia"
"119","08657ab3e76148ff257c67c3c0a175e1","ASV-1635","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_Fulvivirga"
"120","086729d881df5e764524b9fd46eb8238","ASV-1910","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Blastopirellula uncultured_bacterium"
"121","086fe2566a278b5b202cbcf92b096f5e","ASV-3448","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria"
"122","08729ee5e1bdfbbd4277957f64e50c05","ASV-3080","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Unclassified Micavibrionales","Unclassified Micavibrionales","Unclassified Micavibrionales"
"123","0880363da00832fe836a04779dd9d7f4","ASV-60","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Mitochondria uncultured_bacterium"
"124","08809fe0fe5670a9ef3c0d2db4a76993","ASV-1452","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured uncultured_organism"
"125","08842cf1c39788f2da17d9d2f46cb584","ASV-1188","Bacteria","Bacteroidota","Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia","Unclassified Bacteroidia"
"126","0886831cfb3fd48845ba06ae7cabeb1a","ASV-449","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","Endozoicomonas uncultured_bacterium"
"127","0896fb3b94f86edbde4a10d464bce978","ASV-2916","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured"
"128","08a2ad2c932317ecbdb71e998b9fd0b1","ASV-1773","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","Subgroup_10 uncultured_bacterium"
"129","08c4cbab33c288015ae8edb5d04c5b95","ASV-2041","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae","uncultured","uncultured uncultured_organism"
"130","08ceb296c8922ebc8ffa4c57e704e96b","ASV-3244","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured uncultured_Alphaproteobacteria"
"131","08dba71fd3b9cde72aa6cfc2dfc4d17c","ASV-2658","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Halomicronema_TFEP1","Halomicronema_TFEP1 uncultured_Oscillatoriales"
"132","08f49c01bc2da93fd296fc51964c8efa","ASV-488","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36","HOC36","HOC36","HOC36 uncultured_bacterium"
"133","0907eb27e9070d7cf56e7c42457b30e4","ASV-161","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Unclassified Campylobacterales","Unclassified Campylobacterales","Unclassified Campylobacterales"
"134","09167bc4f97485c02c0bab0c9dce5ce3","ASV-2856","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus","Unclassified  Inquilinus"
"135","0920dcf0f62fb2b3ab9e32f1c4edec37","ASV-215","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified Comamonadaceae","Unclassified Comamonadaceae"
"136","092b11d8199d4d64f3773671c199a80d","ASV-1457","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured uncultured_organism"
"137","09306203e0cd805ca6fe6bbe1f3149ff","ASV-3404","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria"
"138","09745a10db30d47c0ce44cbdc1f74034","ASV-2415","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Denitrovibrio","Denitrovibrio bioreactor_metagenome"
"139","0978e2db2ef5e1c71c5e5fa562fabeee","ASV-2687","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086","Unclassified  MBIC10086"
