"","Fragment.ID","X.x","Intercept","umol.L.sec","V4","V5","Date","Sample.ID","Plug.Number","Chamber.Channel","Position","Bin.ID","Run","Species","Fragment.Number","Sample.Type","Temp.Cat","Water.Height.cm","Chamber.Vol.L","Surf.Area.cm2","Start.Tme.Light","Stop.Time.Light","Start.Tme.Dark","Stop.Time.Dark","Notes","QC","Water.Height.in","umol.sec","Blank","umol.sec.corr","X.y","weight.g","SA.cm2","umol.cm2.hr"
"25","R31",60,186.621276507139,-0.00199305922792173,NA,"Resp",20190708,"R31",NA,4,4,NA,4,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"14:53","15:40","15:44","16:14","",NA,9.0944931,-0.0358529927546501,-0.00217159433098015,-0.0336813984236699,25,0.542,129.2705162,-0.93797903721229
"26","R32",62,172.234521577939,-0.0019161026418709,NA,"Resp",20190708,"R32",NA,6,6,NA,4,"P.astreoides",NA,"Sample","Ambient",23.2,18.06957011184,NA,"14:53","15:40","15:44","16:14","",NA,9.1338632,-0.034777675549232,-0.00217159433098015,-0.0326060812182518,26,0.712,169.6161327,-0.692044385856385
"27","R33",64,196.071423501436,-0.00262576132258958,NA,"Resp",20190708,"R33",NA,7,7,NA,4,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"14:53","15:40","15:44","16:14","",NA,8.9763828,-0.0474463783154901,-0.00217159433098015,-0.04527478398451,27,0.96,228.4732672,-0.713384214887421
"28","R34",66,184.137846135084,-0.0018692120075047,NA,"Resp",20190708,"R34",NA,8,8,NA,4,"P.astreoides",NA,"Sample","Ambient",23.2,18.06957011184,NA,"14:53","15:40","15:44","16:14","",NA,9.1338632,-0.0331728853638754,-0.00217159433098015,-0.0310012910328952,28,0.57,135.9156766,-0.821131531772272
"29","R35",68,185.025445172622,-0.00204734834176935,NA,"Resp",20190708,"R35",NA,9,9,NA,4,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"14:53","15:40","15:44","16:14","",NA,9.0944931,-0.0368295955460607,-0.00217159433098015,-0.0346580012150806,29,0.643,153.2405589,-0.81420222733402
"30","R36",70,147.043713963052,-0.00193343909821522,NA,"Resp",20190708,"R36",NA,10,10,NA,4,"P.astreoides",NA,"Sample","Hot",23,17.9082796704125,NA,"14:53","15:40","15:44","16:14","",NA,9.055123,-0.0357160264562334,-0.00217159433098015,-0.0335444321252533,30,0.885,210.6737305,-0.573208417415439
"31","R37",72,184.472379138756,-0.00205651401230353,NA,"Resp",20190708,"R37",NA,1,1,NA,5,"P.astreoides",NA,"Sample","Hot",23.2,18.06957011184,NA,"16:31","17:16","17:18","17:44","",NA,9.1338632,-0.0371603241313,-0.00217159433098015,-0.0349887298003199,31,0.61,145.4087628,-0.86624371774898
"32","R38",74,201.77409905619,-0.00179352502194905,NA,"Resp",20190708,"R38",NA,2,2,NA,5,"P.astreoides",NA,"Sample","Hot",23.5,18.3115057739813,NA,"16:31","17:16","17:18","17:44","",NA,9.2519735,-0.0318296692464449,-0.00217159433098015,-0.0296580749154647,32,0.666,158.6990835,-0.672776851264381
"33","R39",76,184.806236019164,-0.00169682055749123,NA,"Resp",20190708,"R39",NA,3,3,NA,5,"P.astreoides",NA,"Sample","Ambient",23,17.9082796704125,NA,"16:31","17:16","17:18","17:44","",NA,9.055123,-0.0306608180307992,-0.00217159433098015,-0.0284892236998191,33,0.658,156.8004663,-0.65408737447963
"34","R4",78,193.051962539449,-0.00182725646959817,NA,"Resp",20190708,"R4",NA,4,4,NA,1,"P.astreoides",NA,"Sample","Hot",23,17.9082796704125,NA,"9:43","10:32","10:35","11:09","",NA,9.055123,-0.032870379388426,-0.00217159433098015,-0.0306987850574459,34,0.922,219.4548353,-0.50359166639335
"35","R40",80,183.427253172076,-0.00238969556469246,NA,"Resp",20190708,"R40",NA,4,4,NA,5,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"16:31","17:16","17:18","17:44","",NA,8.9763828,-0.0427953364996569,-0.00217159433098015,-0.0406237421686768,35,0.839,199.7566814,-0.732118048729439
"36","R5",82,175.372809399986,-0.000946644183015748,NA,"Resp",20190708,"R5",NA,6,6,NA,1,"P.astreoides",NA,"Sample","Ambient",23.5,18.3115057739813,NA,"9:43","10:32","10:35","11:09","",NA,9.2519735,-0.0171054534359686,-0.00217159433098015,-0.0149338591049884,36,0.496,118.3534671,-0.454248566563187
"37","R6",84,198.277424259533,-0.00246202332469454,NA,"Resp",20190708,"R6",NA,7,7,NA,1,"P.astreoides",NA,"Sample","Ambient",22.9,17.8276344496988,NA,"9:43","10:32","10:35","11:09","",NA,9.0157529,-0.0450833543258206,-0.00217159433098015,-0.0429117599948404,37,1.287,306.079247,-0.504713525975923
"38","R7",86,193.282324572914,-0.00233152292775391,NA,"Resp",20190708,"R7",NA,8,8,NA,1,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"9:43","10:32","10:35","11:09","",NA,8.9763828,-0.041753564648196,-0.00217159433098015,-0.0395819703172158,38,0.869,206.876496,-0.688793052362879
"39","R8",88,190.970731131342,-0.00148980369843522,NA,"Resp",20190708,"R8",NA,9,9,NA,1,"P.astreoides",NA,"Sample","Hot",22.7,17.6663440082713,NA,"9:43","10:32","10:35","11:09","",NA,8.9370127,-0.0264395301894319,-0.00217159433098015,-0.0242679358584517,39,0.74,176.261293,-0.49565373998718
"40","R9",90,157.012396392889,-0.00198763590949161,NA,"Resp",20190708,"R9",NA,10,10,NA,1,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"9:43","10:32","10:35","11:09","",NA,9.0944931,-0.0367171931064671,-0.00217159433098015,-0.034545598775487,40,0.662,157.7497749,-0.788363442487252
