"","Fragment.ID","X.x","Intercept","umol.L.sec","V4","V5","Date","Sample.ID","Plug.Number","Chamber.Channel","Position","Bin.ID","Run","Species","Fragment.Number","Sample.Type","Temp.Cat","Water.Height.cm","Chamber.Vol.L","Surf.Area.cm2","Start.Tme.Light","Stop.Time.Light","Start.Tme.Dark","Stop.Time.Dark","Notes","QC","Water.Height.in","umol.sec","Blank","umol.sec.corr","X.y","weight.g","SA.cm2","umol.cm2.hr"
"13","R20",35,206.592895159733,0.000593778598715425,NA,"Photo",20190708,"R20",NA,2,2,NA,3,"P.astreoides",NA,"Sample","Hot",22.7,17.6663440082713,NA,"13:13","14:01","14:05","14:32","",NA,8.9370127,0.0108250948326955,-0.00398229400748,0.0148073888401755,13,1.366,324.8280923,0.164107111078926
"14","R21",37,184.255397598832,0.000786982561350906,NA,"Photo",20190708,"R21",NA,3,3,NA,3,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"13:13","14:01","14:05","14:32","",NA,9.0944931,0.0137761718926195,-0.00398229400748,0.0177584659000995,14,0.551,131.4064606,0.48650939191614
"15","R22",39,187.286271212204,0.000612952212277954,NA,"Photo",20190708,"R22",NA,4,4,NA,3,"P.astreoides",NA,"Sample","Ambient",23.2,18.06957011184,NA,"13:13","14:01","14:05","14:32","",NA,9.1338632,0.0109769196420717,-0.00398229400748,0.0149592136495516,15,0.734,174.8373301,0.308018711493616
"16","R23",41,173.385567993336,0.000765586819696396,NA,"Photo",20190708,"R23",NA,6,6,NA,3,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"13:13","14:01","14:05","14:32","",NA,8.9763828,0.0139573065513045,-0.00398229400748,0.0179396005587845,16,1.12,266.445612,0.242385534244131
"17","R24",43,192.730710323968,0.000644083195906477,NA,"Photo",20190708,"R24",NA,7,7,NA,3,"P.astreoides",NA,"Sample","Hot",22.1,17.1824726839888,NA,"13:13","14:01","14:05","14:32","Lost water from bubble. Resealed at 13:20 and at 13:24. Cannot fully seal 7.",NA,8.7007921,0.0113785953088306,-0.00398229400748,0.0153608893163106,17,0.933,222.065434,0.249022103722447
"18","R25",45,188.374307429464,0.000451243061979584,NA,"Photo",20190708,"R25",NA,8,8,NA,3,"P.astreoides",NA,"Sample","Ambient",23.1,17.9889248911263,NA,"13:13","14:01","14:05","14:32","",NA,9.0944931,0.00811737754959257,-0.00398229400748,0.0120996715570726,18,0.595,141.8488555,0.307079090993873
"19","R26",47,188.762389037267,0.000278774205334297,NA,"Photo",20190708,"R26",NA,9,9,NA,3,"P.astreoides",NA,"Sample","Hot",22.8,17.746989228985,NA,"13:13","14:01","14:05","14:32","",NA,8.9763828,0.00503733004866056,-0.00398229400748,0.00901962405614056,19,0.895,213.0470021,0.152410718207924
"20","R27",49,151.852100590565,-0.000190188701223062,NA,"Photo",20190708,"R27",NA,10,10,NA,3,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"13:13","14:01","14:05","14:32","",NA,9.0944931,-0.00351331712016689,-0.00398229400748,0.00046897688731311,20,0.967,230.1345573,0.00733621588228634
"21","R28",51,186.661304588924,0.000268391100178909,NA,"Photo",20190708,"R28",NA,1,1,NA,4,"P.astreoides",NA,"Sample","Hot",23.3,18.1502153325538,NA,"14:53","15:40","15:44","16:14","",NA,9.1732333,0.00476313396403053,-0.00398229400748,0.00874542797151053,21,0.602,143.5101456,0.219381985613691
"22","R29",53,203.864546025806,0.000644782181259602,NA,"Photo",20190708,"R29",NA,2,2,NA,4,"P.astreoides",NA,"Sample","Hot",23.2,18.06957011184,NA,"14:53","15:40","15:44","16:14","",NA,9.1338632,0.0110789522166158,-0.00398229400748,0.0150612462240958,22,0.692,164.8695895,0.328868935570103
"23","R3",55,186.468370537514,0.000630929090055262,NA,"Photo",20190708,"R3",NA,3,3,NA,1,"P.astreoides",NA,"Sample","Hot",22.9,17.8276344496988,NA,"9:43","10:32","10:35","11:09","",NA,9.0157529,0.0113497360126307,-0.00398229400748,0.0153320300201107,23,0.626,149.2059973,0.369926873391159
"24","R30",57,184.470323435129,0.00190806395851341,NA,"Photo",20190708,"R30",NA,3,3,NA,4,"P.astreoides",NA,"Sample","Hot",22.8,17.746989228985,NA,"14:53","15:40","15:44","16:14","",NA,8.9763828,0.033862390519952,-0.00398229400748,0.037844684527432,24,0.865,205.9271874,0.66159726658198
"25","R31",59,186.764325841827,0.00010524151034573,NA,"Photo",20190708,"R31",NA,4,4,NA,4,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"14:53","15:40","15:44","16:14","",NA,9.0944931,0.00189318162503802,-0.00398229400748,0.00587547563251802,25,0.542,129.2705162,0.163623639007832
"26","R32",61,172.947104168239,-0.000115951428775463,NA,"Photo",20190708,"R32",NA,6,6,NA,4,"P.astreoides",NA,"Sample","Ambient",23.2,18.06957011184,NA,"14:53","15:40","15:44","16:14","",NA,9.1338632,-0.00210454340039192,-0.00398229400748,0.00187775060708807,26,0.712,169.6161327,0.0398541228237605
"27","R33",63,193.663633682395,0.001131690670645,NA,"Photo",20190708,"R33",NA,7,7,NA,4,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"14:53","15:40","15:44","16:14","",NA,8.9763828,0.0204491639181351,-0.00398229400748,0.0244314579256151,27,0.96,228.4732672,0.38496078604777
"28","R34",65,184.718064448353,0.000105920646674055,NA,"Photo",20190708,"R34",NA,8,8,NA,4,"P.astreoides",NA,"Sample","Ambient",23.2,18.06957011184,NA,"14:53","15:40","15:44","16:14","",NA,9.1338632,0.00187977257565158,-0.00398229400748,0.00586206658313158,28,0.57,135.9156766,0.155268621156786
"29","R35",67,185.897970192758,-0.000151162688662674,NA,"Photo",20190708,"R35",NA,9,9,NA,4,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"14:53","15:40","15:44","16:14","",NA,9.0944931,-0.00271925425269354,-0.00398229400748,0.00126303975478645,29,0.643,153.2405589,0.0296719298720283
"30","R36",69,147.441334417694,5.36794347285377e-05,NA,"Photo",20190708,"R36",NA,10,10,NA,4,"P.astreoides",NA,"Sample","Hot",23,17.9082796704125,NA,"14:53","15:40","15:44","16:14","",NA,9.055123,0.000991609258698612,-0.00398229400748,0.00497390326617861,30,0.885,210.6737305,0.0849942312017064
"31","R37",71,183.702830693277,0.00034045402458502,NA,"Photo",20190708,"R37",NA,1,1,NA,5,"P.astreoides",NA,"Sample","Hot",23.2,18.06957011184,NA,"16:31","17:16","17:18","17:44","",NA,9.1338632,0.00615185786709712,-0.00398229400748,0.0101341518745771,31,0.61,145.4087628,0.250899230871371
"32","R38",73,200.677919165855,0.000330428432327189,NA,"Photo",20190708,"R38",NA,2,2,NA,5,"P.astreoides",NA,"Sample","Hot",23.5,18.3115057739813,NA,"16:31","17:16","17:18","17:44","",NA,9.2519735,0.00586410982946102,-0.00398229400748,0.00984640383694102,32,0.666,158.6990835,0.223360167124013
"33","R39",75,183.534586987909,0.000514722811756343,NA,"Photo",20190708,"R39",NA,3,3,NA,5,"P.astreoides",NA,"Sample","Ambient",23,17.9082796704125,NA,"16:31","17:16","17:18","17:44","",NA,9.055123,0.00930081993519466,-0.00398229400748,0.0132831139426747,33,0.658,156.8004663,0.304968545834157
"34","R4",77,188.918090074212,0.00144424860853432,NA,"Photo",20190708,"R4",NA,4,4,NA,1,"P.astreoides",NA,"Sample","Hot",23,17.9082796704125,NA,"9:43","10:32","10:35","11:09","",NA,9.055123,0.0259804797430375,-0.00398229400748,0.0299627737505175,34,0.922,219.4548353,0.491517926020666
"35","R40",79,182.531339832259,0.000484355335386298,NA,"Photo",20190708,"R40",NA,4,4,NA,5,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"16:31","17:16","17:18","17:44","",NA,8.9763828,0.00867397080595427,-0.00398229400748,0.0126562648134343,35,0.839,199.7566814,0.228090259655081
"36","R5",81,174.942213430438,6.99201741654218e-05,NA,"Photo",20190708,"R5",NA,6,6,NA,1,"P.astreoides",NA,"Sample","Ambient",23.5,18.3115057739813,NA,"9:43","10:32","10:35","11:09","",NA,9.2519735,0.00126342748931415,-0.00398229400748,0.00524572149679415,36,0.496,118.3534671,0.159560998517288
"37","R6",83,198.229424953115,-0.000186982544628017,NA,"Photo",20190708,"R6",NA,7,7,NA,1,"P.astreoides",NA,"Sample","Ambient",22.9,17.8276344496988,NA,"9:43","10:32","10:35","11:09","",NA,9.0157529,-0.00342393194558964,-0.00398229400748,0.000558362061890355,37,1.287,306.079247,0.00656726466268808
"38","R7",85,192.40400304573,0.000282649013093604,NA,"Photo",20190708,"R7",NA,8,8,NA,1,"P.astreoides",NA,"Sample","Ambient",22.8,17.746989228985,NA,"9:43","10:32","10:35","11:09","",NA,8.9763828,0.00506175757504635,-0.00398229400748,0.00904405158252634,38,0.869,206.876496,0.157381753493615
"39","R8",87,189.324183001657,0.000513755227649342,NA,"Photo",20190708,"R8",NA,9,9,NA,1,"P.astreoides",NA,"Sample","Hot",22.7,17.6663440082713,NA,"9:43","10:32","10:35","11:09","",NA,8.9370127,0.00911760849142761,-0.00398229400748,0.0130999024989076,39,0.74,176.261293,0.267555333297523
"40","R9",89,156.904754624711,0.000214421155059939,NA,"Photo",20190708,"R9",NA,10,10,NA,1,"P.astreoides",NA,"Sample","Hot",23.1,17.9889248911263,NA,"9:43","10:32","10:35","11:09","",NA,9.0944931,0.00396095830169481,-0.00398229400748,0.00794325230917481,40,0.662,157.7497749,0.181272577606888
